노선번호,지점번호,도명,시/군,읍/면,동/리,구간,이정(km),연장(km),차로수,시간,계,승용차,버스,소형화물,중형화물,대형화물
함양울산선,1411,경남,밀양,단장,단장,밀양IC-배내골IC,0~20.5,20.5,4,,"9,147","6,594",60,"1,346",948,199
함양울산선,1412,울산,울주,삼남,가천,배내골IC-서울주JCT,20.5~29.6,9.1,4,,"10,170","7,367",70,"1,481","1,024",228
함양울산선,1413,울산,울주,삼동,작동,서울주JCT-울주JCT,29.6~44.3,14.7,4,,"15,799","9,591",133,"2,381","2,719",975
남해선,01001-1,전남,영암,학산,신덕,서영암IC-서호학산IC,0~5.3,5.3,4,,"12,032","8,477",162,"1,802","1,093",498
남해선,01001-2,전남,영암,학산,금계,서호학산IC-강진무위사IC,5.3~19.5,14.2,4,,"12,244","8,619",163,"1,832","1,118",512
남해선,01001-3,전남,강진,작천,토마,강진무위사IC-장흥IC,19.5~38.3,18.8,4,,"10,171","7,165",136,"1,523",920,427
남해선,01001-4,전남,장흥,장동,북교,장흥IC-보성IC,38.3~61.2,22.9,4,,"11,383","8,036",152,"1,694","1,022",479
남해선,01001-5,전남,보성,겸백,수남,보성IC-벌교IC,61.2~79.7,18.5,4,,"18,807","13,223",243,"2,812","1,717",812
남해선,01001-6,전남,보성,벌교,장좌,벌교IC-고흥IC,79.7~83.9,4.2,4,,"19,772","13,991",264,"2,931","1,764",822
남해선,01001-7,전남,순천,별량,원창,고흥IC-순천만IC,83.9~100.3,16.4,4,,"23,849","16,874",314,"3,542","2,129",990
남해선,01001-8,전남,순천,,교량,순천만IC-도롱IC,100.3~106.8,6.5,4,,"26,375","18,548",345,"3,932","2,423","1,127"
남해선,1001,전남,순천,서,동산,서순천IC-순천IC,0~3.8,3.8,4,,"30,408","21,381",394,"4,529","2,813","1,291"
남해선,1002,전남,순천,서,압곡,순천IC-순천JCT,3.8~6,2.2,4,,"20,942","14,729",266,"3,131","1,923",893
남해선,01002-1,전남,광양,봉강,석사,순천JCT-광양IC,6~12.6,6.6,4,,"24,714","15,738",442,"3,211","3,226","2,097"
남해선,1003,전남,광양,광양,용강,광양IC-동광양IC,12.6~17.7,5.1,4,,"30,264","19,226",535,"3,937","3,981","2,585"
남해선,1004,전남,광양,,중군,동광양IC-옥곡IC,17.7~24.2,6.5,4,,"29,041","18,420",515,"3,780","3,835","2,491"
남해선,1005,전남,광양,옥곡,선금,옥곡IC-진월IC,24.2~28.6,4.4,4,,"32,206","20,405",569,"4,205","4,249","2,778"
남해선,1006,전남,광양,진월,망덕,진월IC-하동IC,28.6~35.6,7,4,,"33,092","20,857",575,"4,336","4,426","2,898"
남해선,1007,경남,하동,금남,계천,하동IC-진교IC,35.6~45.7,10.1,4,,"38,030","24,014",668,"4,993","5,050","3,305"
남해선,1008,경남,하동,진교,관곡,진교IC-곤양IC,45.7~52.1,6.4,4,,"44,221","28,003",788,"5,799","5,816","3,815"
남해선,1009,경남,사천,곤양,남문외,곤양IC-축동IC,52.1~60.1,8,4,,"46,340","29,340",826,"6,085","6,091","3,998"
남해선,1010,경남,사천,축동,가산,축동IC-사천IC,60.1~66,5.9,4,,"47,585","30,128",850,"6,260","6,247","4,100"
남해선,1011,경남,사천,축동,사다,사천IC-진주JCT,66~68.5,2.5,6,,"62,936","40,125","1,146","8,262","8,095","5,308"
남해선,1012,경남,진주,정촌,화계,진주JCT-진주IC,68.5~71.7,3.2,8,,"78,146","49,613","1,411","10,261","10,208","6,653"
남해선,1013,경남,진주,,가호,진주IC-문산IC,71.7~75.7,4,8,,"69,012","40,429",666,"11,487","9,452","6,978"
남해선,1014,경남,진주,문산,소문,문산IC-진성IC,75.7~82.6,6.9,8,,"72,310","42,378",706,"12,023","9,928","7,275"
남해선,1015,경남,진주,진성,동산,진성IC-지수IC,82.6~88.6,6,8,,"72,209","42,303",710,"12,023","9,922","7,251"
남해선,1016,경남,진주,지수,승산,지수IC-군북IC,88.6~97.8,9.2,8,,"73,524","43,156",718,"12,228","10,071","7,351"
남해선,1017,경남,함안,군북,사도,군북IC-장지IC,97.8~100.6,2.8,8,,"79,766","47,025",785,"13,286","10,784","7,886"
남해선,1018,경남,함안,군북,유현,장지IC-함안IC,100.6~104.2,3.6,8,,"82,477","48,674",807,"13,750","11,130","8,116"
남해선,1019,경남,함안,가야,도항,함안IC-산인JCT,104.2~112.9,8.7,8,,"88,601","52,328",869,"14,769","11,933","8,702"
남해선,01019-1,경남,함안,산인,모곡,산인JCT-칠원JCT,112.9~116,3.1,4,,"58,133","34,598",723,"9,869","7,377","5,566"
남해선,01019-2,경남,함안,칠원,유원,칠원JCT-북창원IC,116~124.8,8.8,4,,"69,201","41,107",858,"11,725","8,848","6,663"
남해선,01019-3,경남,창원,동,외감,북창원IC-창원JCT,124.8~128.4,3.6,4,,"68,874","40,897",851,"11,649","8,794","6,683"
남해선,1024,경남,창원,동,용전,창원JCT-동창원IC,128.4~133.4,5,8,,"115,455","69,701","1,572","19,655","14,016","10,511"
남해선,1025,경남,김해,진영,사산,동창원IC-진영JCT,133.4~135.7,2.3,8,,"120,556","72,983","1,648","20,528","14,524","10,873"
남해선,01025-1,경남,김해,진영,우동,진영JCT-진례IC,135.7139.7,4,8,,"94,186","59,500","1,445","15,002","8,389","9,850"
남해선,1026,경남,김해,진례,송정,진례IC-진례JCT,139.7~142.9,4.5,8,,"104,821","66,270","1,604","16,727","9,268","10,952"
남해선,01026-1,경남,김해,주촌,유하,진례JCT-냉정JCT,142.9~146.7,2.5,8,,"91,671","63,406","1,553","15,350","7,566","3,796"
남해선,1027,경남,김해,장유,유하,냉정JCT-서김해IC,146.7~151.5,4.8,6,,"64,272","47,922",923,"9,939","3,603","1,885"
남해선,1028,경남,김해,,흥,서김해IC-동김해IC,151.5~156,4.5,6,,"78,546","58,244","1,125","12,283","4,548","2,346"
남해선,01028-1,경남,김해,,부원,동김해IC-김해JCT,156~158.7,2.7,8,,"97,404","72,720","1,403","14,948","5,464","2,869"
남해선,1029,경남,김해,,강동,김해JCT-대저JCT,158.7~163.5,4.8,6,,"63,454","52,014",734,"8,667","1,320",719
남해선,1030,부산,,북,덕천2,대저JCT-부산(종점),163.5~166.4,2.9,4,,"72,145","59,203",861,"9,728","1,602",751
광주대구선,01200-1,전남,무안,망운,피서,무안공항IC-북무안IC,0~4.7,4.7,4,,"1,654","1,157",28,354,106,9
광주대구선,01200-2,전남,무안,무안,평산,북무안IC-함평JCT,4.7~9.6,4.9,4,,"8,051","5,603",132,"1,720",559,37
광주대구선,01200-3,전남,함평,함평,자풍,함평JCT-동함평IC,9.6~15.6,6,4,,"32,349","24,915",379,"4,730","1,828",497
광주대구선,01200-4,전남,함평,학교,마산,동함평IC-문평IC,15.6~20.8,5.2,4,,"36,601","28,229",427,"5,365","2,020",560
광주대구선,01200-5,전남,나주,문평,대도,문평IC-나주IC,20.8~30.4,9.6,4,,"37,781","29,108",440,"5,565","2,095",573
광주대구선,01200-6,전남,나주,노안,계림,나주IC-서광산IC,30.4~34.8,4.4,4,,"39,487","30,462",464,"5,807","2,158",596
광주대구선,01200-7,전남,나주,노안,계림,서광산IC-운수IC,34.8~41.4,6.6,4,,"46,949","36,242",560,"6,925","2,528",694
광주대구선,1201,전남,담양,고서,보촌,고서JCT-담양JCT,41.4~44.8,3.4,6,,"20,522","14,428",482,"3,391","1,915",306
광주대구선,01201-1,전남,담양,봉산,유산,담양JCT-담양IC,44.8~48.1,3.3,4,,"24,816","17,306",579,"4,124","2,430",377
광주대구선,1202,전남,담양,담양,학동,담양IC-순창IC,48.1~66.3,18.2,4,,"20,964","14,508",491,"3,505","2,137",323
광주대구선,1203,전북,순창,대강,입암,순창IC-남원JCT,66.3~83.9,17.6,4,,"18,933","13,091",445,"3,164","1,938",295
광주대구선,01203-1,전북,남원,,화정,남원JCT-남원IC,83.9~92.9,9,4,,"14,329","8,951",312,"2,654","2,049",363
광주대구선,1204,전북,남원,,삭정,남원IC-동남원IC,92.9~102.4,9.5,4,,"14,725","9,210",328,"2,748","2,077",362
광주대구선,1205,전북,남원,산동,대기,동남원IC-지리산IC,102.4~113.9,11.5,4,,"13,935","8,735",311,"2,600","1,944",345
광주대구선,1206,전북,남원,아영,월산,지리산IC-함양IC,113.9~131.7,17.8,4,,"13,743","8,594",306,"2,532","1,965",346
광주대구선,1207,경남,함양,함양,백천,함양IC-함양JCT,131.7~133.6,1.9,4,,"16,189","10,166",361,"2,978","2,280",404
광주대구선,1208,경남,함양,함양,백천,함양JCT-거창IC,133.6~157.8,24.2,4,,"15,941","10,432",268,"2,846","2,114",281
광주대구선,1209,경남,거창,남하,양항,거창IC-가조IC,157.8~168.3,10.5,4,,"21,017","13,717",348,"3,767","2,822",363
광주대구선,1210,경남,거창,가조,도,가조IC-해인사IC,168.3~183.2,14.9,4,,"22,153","14,463",373,"3,970","2,964",383
광주대구선,1211,경남,합천,야로,하빈,해인사IC-고령IC,183.2~189.6,6.4,4,,"24,668","16,110",409,"4,418","3,299",432
광주대구선,1212,경북,고령,쌍림,안림,고령IC-동고령IC,189.6~201.6,12,4,,"30,451","19,941",508,"5,451","4,026",525
광주대구선,1213,경북,고령,성산,어곡,동고령IC-고령JCT,201.6~203,1.4,6,,"37,625","24,968",646,"6,711","4,685",615
광주대구선,1214,경북,고령,성산,박곡,고령JCT-옥포JCT,203~212.9,9.9,6,,"39,495","26,401",585,"7,005","4,957",547
서해안선,1501,전남,무안,삼향,맥포,죽림IC-일로IC,0~2.4,2.4,4,,"27,518","20,055",468,"3,738","2,478",779
서해안선,1502,전남,무안,일로,지장,일로IC-무안IC,2.4~19.6,17.2,4,,"34,936","25,484",593,"4,748","3,127",984
서해안선,1503,전남,무안,무안,용월,무안IC-함평JCT,19.6~22.1,2.5,4,,"38,217","27,789",642,"5,257","3,449","1,080"
서해안선,01503-1,전남,함평,함평,자풍,함평JCT-함평IC,22.1~29.9,7.8,4,,"15,539","9,844",308,"2,300","2,726",361
서해안선,1504,전남,함평,함평,진양,함평IC-영광IC,29.9~54.2,24.3,4,,"15,130","9,597",301,"2,239","2,648",345
서해안선,1505,전남,영광,대마,화평,영광IC-고창JCT,54.2~70.3,16.1,4,,"17,127","10,883",345,"2,536","2,973",390
서해안선,01505-1,전북,고창,고수,예지,고창JCT-고창IC,70.3~73,2.7,4,,"31,656","20,736",575,"4,740","5,012",593
서해안선,1506,전북,고창,고창,주곡,고창IC-선운산IC,73~81,8,4,,"31,791","20,855",579,"4,748","5,020",589
서해안선,1507,전북,고창,흥덕,석교,선운산IC-줄포IC,81~90.8,9.8,4,,"30,436","19,994",554,"4,538","4,786",564
서해안선,1508,전북,부안,줄포,장동,줄포IC-부안IC,90.8~107,16.2,4,,"31,032","20,333",567,"4,632","4,920",580
서해안선,1509,전북,부안,동진,하장,부안IC-서김제IC,107~120.9,13.9,4,,"30,106","19,724",548,"4,480","4,795",559
서해안선,1510,전북,김제,성덕,대목,서김제IC-동군산IC,120.9~133.5,12.6,4,,"29,202","19,188",534,"4,327","4,612",541
서해안선,1511,전북,군산,대야,죽산,동군산IC-군산IC,133.5~141.9,8.4,4,,"29,425","19,295",534,"4,356","4,695",545
서해안선,1512,전북,군산,성산,여방,군산IC-동서천JCT,141.9~148.1,6.2,4,,"34,727","22,793",632,"5,142","5,512",648
서해안선,01512-1,충남,서천,서천,두왕,동서천JCT-서천IC,148.1~157.1,9,4,,"27,081","18,057",362,"3,696","4,057",909
서해안선,1513,충남,서천,종천,산천,서천IC-춘장대IC,157.1~169,11.9,4,,"30,995","20,669",418,"4,237","4,633","1,038"
서해안선,1514,충남,보령,주산,유곡,춘장대IC-무창포IC,169~177.7,8.7,4,,"31,289","20,954",419,"4,271","4,608","1,037"
서해안선,01514-1,충남,보령,웅천,관당,무창포IC-대천IC,177.7~189.7,12,4,,"29,086","19,405",395,"3,956","4,362",968
서해안선,1515,충남,보령,,내항,대천IC-광천IC,189.7~209.4,19.7,4,,"33,489","22,406",451,"4,551","4,974","1,107"
서해안선,1516,충남,보령,천북,신덕,광천IC-홍성IC,209.4~220.2,10.8,4,,"36,000","24,067",483,"4,893","5,371","1,186"
서해안선,1517,충남,홍성,갈산,행산,홍성IC-해미IC,220.2~233.9,13.7,4,,"39,894","26,722",538,"5,411","5,911","1,312"
서해안선,1518,충남,서산,해미,황락,해미IC-서산IC,233.9~244.6,10.7,4,,"41,591","27,892",560,"5,649","6,121","1,369"
서해안선,1519,충남,서산,운산,갈산,서산IC-당진JCT,244.6~251.2,6.6,4,,"57,481","38,519",772,"7,904","8,378","1,908"
서해안선,1520,충남,당진,,사기소,당진JCT-당진IC,251.2~260.6,9.4,6,,"78,263","52,664","1,295","10,291","10,571","3,442"
서해안선,1521,충남,당진,송악,영천,당진IC-송악IC,260.6~268.6,8,6,,"88,006","59,104","1,463","11,563","11,972","3,904"
서해안선,1522,충남,당진,송악,복운,송악IC-서평택IC,268.6~281.3,12.7,8,,"100,908","67,786","1,670","13,334","13,674","4,444"
서해안선,1523,경기,평택,포승,석정,서평택IC-서평택JCT,281.3~287.8,6.5,10,,"114,774","76,956","1,889","15,194","15,661","5,074"
서해안선,01523-1,경기,평택,청북,고잔,서평택JCT-발안IC,287.8~295.6,7.8,6,,"98,210","69,298",748,"15,651","9,957","2,556"
서해안선,1524,경기,화성,팔탄,고주,발안IC-팔탄JCT,295.6~303.5,7.9,6,,"110,613","78,358",862,"17,574","11,016","2,803"
서해안선,01524-1,경기,화성,비봉,자안,팔탄JCT-비봉IC,303.5~309.3,5.8,6,,"103,966","74,052",757,"17,421","9,374","2,362"
서해안선,1525,경기,화성,비봉,구포,비봉IC-매송IC,309.3~313.3,4,8,,"112,190","79,706",818,"18,886","10,213","2,567"
서해안선,1526,경기,화성,매송,송라,매송IC-팔곡JCT,313.3~317.1,3.8,6,,"122,647","87,183",888,"20,519","11,237","2,820"
서해안선,1527,경기,안산,상록,팔곡1,팔곡JCT-안산JCT,317.1~322.2,5.1,6,,"109,417","85,441","1,028","15,686","5,996","1,266"
서해안선,1528,경기,안산,상록,부곡,안산JCT-조남JCT,322.2~325.1,2.9,11,,"202,778","158,629","1,924","28,798","11,083","2,344"
서해안선,1529,경기,시흥,,조남,조남JCT-목감IC,325.1~328.2,3.1,10,,"117,566","98,135","1,298","14,509","3,246",378
서해안선,1530,경기,시흥,,목감,목감IC-광명역IC,328.2~329.4,1.2,10,,"178,232","148,665","1,971","22,039","4,981",576
서해안선,01530-1,경기,안양,만안,박달,광명역IC-일직JCT,329.4~332.1,2.7,10,,"164,871","137,594","1,823","20,291","4,619",544
서해안선,1531,경기,광명,,소하,일직JCT-소하JCT,332.1~333.1,1,8,,"124,903","104,093","1,386","15,459","3,540",425
서해안선,1532,서울,,금천,시흥,소하JCT-금천IC,333.1~336.3,3.2,4,,"110,138","91,794","1,217","13,637","3,116",374
울산선,1601,울산,울주,언양,어음,언양JCT-울산JCT,0~11.8,11.8,4,,"43,841","31,543","1,000","5,868","4,603",827
울산선,1602,울산,울주,범서,굴화,울산JCT-종점,11.8~14.3,2.5,6,,"43,985","32,168","1,042","5,646","4,367",762
평택화성선,1701,경기,평택,오성,양교,오성-평택JCT,0.9~2.6,1.7,6,,"86,890","60,082",861,"16,066","8,509","1,372"
평택화성선,1702,경기,평택,청북,어연,평택JCT-어연IC,2.6~5.3,2.7,6,,"80,127","58,236","1,491","13,068","6,306","1,026"
평택화성선,1703,경기,화성,양감,용소,어연IC-양감IC,5.3~10,4.7,6,,"86,520","65,441","1,598","12,735","5,780",966
평택화성선,01703-1,경기,화성,양감,송산,양감IC-향남IC,10~13.8,3.8,6,,"89,902","68,716","1,787","12,815","5,604",980
평택화성선,1704,경기,화성,정남,금복,향남IC-서오산JCT,13.8~19.1,5.3,6,,"103,698","80,570","1,832","14,788","5,569",939
평택화성선,1705,경기,화성,정남,관항,서오산JCT-정남IC,19.1~21.8,2.7,6,,"103,644","77,732",994,"18,705","5,299",914
평택화성선,01705-1,경기,화성,정남,보통,정남IC-화성JCT,21.8~23.5,1.7,4,,"115,481","86,924","1,021","20,143","6,215","1,178"
평택화성선,1706,경기,화성,봉담,와우,화성JCT-봉담IC,23.5~27.6,4.1,4,,"101,137","76,707",833,"17,532","4,839","1,226"
수원광명선,01706-1,경기,화성,매송,천천,봉담IC-금곡IC,0~5.8,5.8,4,,"46,007","35,014",221,"8,162","2,284",326
수원광명선,1707,경기,수원,권선,당수,금곡IC-동안산·당수IC,5.8~8.8,3,4,,"70,535","55,331",279,"11,823","2,720",382
수원광명선,1708,경기,수원,권선,당수,동안산·당수IC-남군포IC,8.8~11.4,2.6,4,,"85,172","68,863",400,"12,328","3,213",368
수원광명선,1709,경기,군포,,부곡,남군포IC-동시흥JCT,11.4~20.8,9.4,6,,"91,556","73,591",406,"14,354","2,828",377
수원광명선,1710,경기,광명,,가학,동시흥JCT-성채·소하IC,20.8~27.8,7,4,,"62,037","52,749",289,"7,301","1,540",158
서울문산선,1720,경기,고양,덕양,강매,남고양IC-봉대산JCT,0~1.9,1.9,4,,"42,932","32,157",585,"7,206","2,675",309
서울문산선,01720-1,경기,고양,덕양,현천,행주산성JCT-봉대산JCT,1.9~4.2,2.3,4,,"8,062","6,182",106,"1,288",445,41
서울문산선,1721,경기,고양,덕양,도내,봉대산JCT-흥도IC,4.2~5.9,1.7,6,,"50,994","38,379",691,"8,470","3,107",347
서울문산선,1722,경기,고양,덕양,성사,흥도IC-고양JCT,5.9~11.5,5.6,6,,"65,283","49,246",880,"10,769","3,934",454
서울문산선,1723,경기,고양,덕양,원당,고양JCT-사리현IC,11.5~14.3,2.8,6,,"91,511","68,770","1,249","15,231","5,623",638
서울문산선,1724,경기,고양,일산동,성석,사리현IC-북고양·설문IC,14.3~19.9,5.6,6,,"84,008","63,274","1,144","13,920","5,104",566
서울문산선,1725,경기,고양,일산동,설문,북고양·설문IC-금촌IC,19.9~23.4,3.5,4,,"59,087","44,713",800,"9,693","3,482",399
서울문산선,1726,경기,파주,월롱,영태,금촌IC-월롱IC,23.4~28.7,5.3,4,,"29,991","22,823",407,"4,864","1,709",188
서울문산선,1727,경기,파주,월롱,덕은,월롱IC-산단IC,28.7~32.8,4.1,4,,"20,032","15,300",269,"3,229","1,121",113
서울문산선,1728,경기,파주,문산,내포,산단IC-내포IC,32.8~35.2,2.4,2,,"10,063","7,619",140,"1,664",579,61
새만금포항선,02000-3,전북,완주,소양,황운,소양IC-진안IC,16.9~43.2,26.3,4,,"16,190","9,446",326,"2,792","2,533","1,093"
새만금포항선,02000-4,전북,진안,진안,반월,진안IC-장수IC,43.2~59,15.8,4,,"14,778","8,589",300,"2,556","2,325","1,008"
새만금포항선,2001,전북,장수,계남,호덕,장수IC-장수JCT,59~61.1,2.1,4,,"15,309","8,952",320,"2,630","2,374","1,033"
새만금포항선,02002-1,대구,,동,도,팔공산IC-도동JCT,0~0.1,0.1,4,,"27,843","21,351",285,"5,258",843,106
새만금포항선,2002,대구,,동,도,도동JCT-청통와촌IC,0.1~18,17.9,4,,"40,898","30,251",505,"6,531","2,547","1,064"
새만금포항선,2003,경북,영천,청통,죽정,청통와촌IC-화산JCT,18~26.5,8.5,4,,"34,475","25,549",430,"5,446","2,144",906
새만금포항선,02003-1,경북,영천,화산,가상,화산JCT-북영천IC,26.5~28.6,2.1,6,,"36,923","26,836",549,"4,837","3,143","1,558"
새만금포항선,2004,경북,영천,,매산,북영천IC-임고하이패스IC,28.6~37.6,9,6,,"35,596","25,840",524,"4,588","3,087","1,557"
새만금포항선,02004-1,경북,영천,임고,삼매,임고하이패스IC-서포항IC,37.6~59.4,21.8,6,,"34,971","25,396",516,"4,478","3,046","1,535"
새만금포항선,2005,경북,포항,기계,내단,서포항IC-포항IC,59.4~69.1,9.7,4,,"33,618","24,620",523,"4,271","2,809","1,395"
호남선,2501,전남,순천,서,비월,서순천IC-승주IC,0~10,10,4,,"35,770","25,871",797,"5,334","2,635","1,133"
호남선,2502,전남,순천,승주,봉덕,승주IC-주암IC,10~21.8,11.8,4,,"34,512","24,934",762,"5,172","2,550","1,094"
호남선,2503,전남,순천,주암,고산,주암IC-석곡IC,21.8~29.2,7.4,4,,"31,847","23,068",700,"4,770","2,312",997
호남선,2504,전남,곡성,석곡,능파,석곡IC-곡성IC,29.2~41.3,12.1,4,,"32,885","23,791",717,"4,940","2,400","1,037"
호남선,2505,전남,곡성,삼기,의암,곡성IC-옥과IC,41.3~52.7,11.4,4,,"36,310","26,476",796,"5,392","2,548","1,098"
호남선,02505-1,전남,곡성,오산,연화,옥과IC-대덕JCT,52.7~60.4,7.7,4,,"41,045","29,825",904,"6,172","2,890","1,254"
호남선,2506,전남,담양,대덕,운암,대덕JCT-창평IC,60.4~64.2,3.8,4,,"29,336","21,986",689,"4,260","1,795",606
호남선,2507,전남,담양,창평,의항,창평IC-고서JCT,64.2~68.3,4.1,4,,"31,515","23,256",757,"4,658","2,124",720
호남선,2508,전남,담양,고서,보촌,고서JCT- 문흥IC,68.3~73,4.7,6,,"48,816","37,440","1,185","6,956","2,596",639
호남선,02508-2,광주,,북,장,문흥IC-동광주IC,73~74.2,1.2,6,,"52,900","40,356","1,278","7,616","2,938",712
호남선,02508-1,광주,,북,문흥,동광주IC-용봉IC,74.2~77,2.8,4,,"94,950","72,038","2,327","13,816","5,478","1,291"
호남선,2509,광주,,북,용봉,용봉IC-서광주IC,77~78.4,1.4,5,,"120,389","90,972","2,991","17,604","7,195","1,627"
호남선,2510,광주,,북,매곡,서광주IC-동림IC,78.4~80.6,2.2,4,,"128,531","97,020","3,236","18,747","7,783","1,745"
호남선,02510-1,광주,,북,동림,동림IC-산월IC,80.6~83,2.4,4,,"98,161","74,305","2,499","14,303","5,760","1,294"
호남선,02510-2,광주,,광산,신창,산월IC-광산IC,83~85,2,4,,"58,040","43,589","1,509","8,568","3,598",776
호남선,02510-3,광주,,광산,비아,광산IC-북광산IC,85~87.1,2.1,4,,"43,272","32,488","1,127","6,382","2,696",579
호남선,2511,광주,장성,남면,월곡,북광산IC-장성IC,87.1~93.7,6.6,4,,"44,869","33,683","1,138","6,613","2,824",611
호남선,02511-1,전남,장성,장성,단광,장성IC-장성JCT,93.7~99,5.3,4,,"45,879","34,419","1,164","6,768","2,904",624
호남선,2512,전남,장성,장성,수산,장성JCT-백양사IC,99~111.1,12.1,4,,"40,343","26,398","1,017","6,413","5,886",629
호남선,2513,전남,장성,북이,신평,백양사IC-내장산IC,111.1~120.3,9.2,4,,"39,388","25,742",988,"6,223","5,807",628
호남선,2514,전북,정읍,입암,단곡,내장산IC-정읍IC,120.3~128.7,8.4,4,,"38,751","25,270",966,"6,113","5,772",630
호남선,2515,전북,정읍,,농소,정읍IC-태인IC,128.7~141.6,12.9,4,,"40,947","26,843","1,023","6,405","6,019",657
호남선,2516,전북,정읍,태인,오봉,태인IC-금산사IC,141.6~152.1,10.5,4,,"43,167","28,347","1,076","6,762","6,298",684
호남선,2517,전북,김제,금산,성계,금산사IC-김제IC,152.1~156.8,4.7,4,,"43,584","28,883","1,085","6,817","6,134",665
호남선,2518,전북,김제,금구,금구,김제IC-서전주IC,156.8~163.4,6.6,4,,"44,397","29,238","1,107","6,953","6,406",693
호남선,2519,전북,완주,이서,반교,서전주IC-전주IC,163.4~169.4,6,4,,"43,877","28,874","1,095","6,865","6,357",686
호남선,2520,전북,전주,덕진,용정,전주IC-삼례IC,169.4~175.5,6.1,4,,"50,940","33,545","1,283","7,975","7,343",794
호남선,2521,전북,익산,왕궁,온수,삼례IC-익산JCT,175.5~177.8,2.3,6,,"52,852","34,847","1,331","8,295","7,565",814
호남선,02521-1,전북,익산,왕궁,구덕,익산JCT-익산IC,177.8~181.5,3.7,8,,"77,386","50,142","2,254","10,619","11,737","2,634"
