노선번호,지점번호,도명,시/군,읍/면,동/리,구간,이정(km),연장(km),차로수,시간,계,승용차,버스,소형화물,중형화물,대형화물
영동선,5015,경기,용인,양지,양지,양지IC-덕평IC,60.5~67.6,7.1,8,,"126,498","86,445","3,996","18,791","13,964","3,302"
영동선,5016,경기,이천,마장,각평,덕평IC-호법JCT,67.6~73.2,5.6,8,,"121,586","82,947","3,820","18,118","13,512","3,189"
영동선,5017,경기,이천,호법,안평,호법JCT-이천IC,73.2~79.6,6.4,8,,"136,366","93,260","4,485","18,578","16,303","3,740"
영동선,5018,경기,이천,대월,사동,이천IC-여주JCT,79.6~88.3,8.7,8,,"124,492","85,359","4,087","16,962","14,692","3,392"
영동선,05018-1,경기,여주,가남,본두,여주JCT-여주IC,88.3~94.5,6.2,4,,"52,720","37,084","1,632","6,922","6,045","1,037"
영동선,5019,경기,여주,,점봉,여주IC-문막IC,94.5~114.5,20,4,,"45,072","31,792","1,408","5,862","5,131",879
영동선,5020,강원,원주,문막,문막,문막IC-만종JCT,114.5~123.6,9.1,4,,"39,611","27,902","1,242","5,176","4,513",778
영동선,5021,강원,원주,지정,신평,만종JCT-원주JCT,123.6~127.4,3.8,4,,"26,553","17,784",794,"3,509","3,712",754
영동선,05021-1,강원,원주,,가현,원주JCT-원주IC,127.4~130.2,2.8,4,,"43,881","33,384","1,434","4,886","3,489",688
영동선,5022,강원,원주,,태장2,원주IC-새말IC,130.2~142.9,12.7,4,,"43,390","33,071","1,414","4,825","3,409",671
영동선,5023,강원,횡성,우천,우항,새말IC-둔내IC,142.9~160,17.1,4,,"38,900","29,687","1,262","4,281","3,064",606
영동선,5024,강원,횡성,둔내,우용,둔내IC-동둔내하이패스IC,160~167.3,7.3,4,,"36,152","27,529","1,175","3,983","2,895",570
영동선,05024-1,강원,평찬,봉평,진조,동둔내하이패스IC-면온IC,167.3~177,9.7,4,,"37,018","28,183","1,199","4,075","2,969",592
영동선,5025,강원,평창,봉평,면온,면온IC-평창IC,177~182.7,5.7,4,,"35,325","26,912","1,144","3,874","2,835",560
영동선,5026,강원,평창,용평,백옥포,평창IC-속사IC,182.7~191.9,9.2,4,,"34,408","26,291","1,118","3,739","2,722",538
영동선,5027,강원,평창,용평,속사,속사IC-진부IC,191.9~199,7.1,4,,"34,869","26,604","1,132","3,799","2,781",553
영동선,5028,강원,평창,진부,상진부,진부IC-대관령IC,199~211.8,12.8,4,,"32,352","24,654","1,049","3,525","2,604",520
영동선,5029,강원,평창,대관령,횡계,대관령IC-강릉JCT,211.8~234.4,22.6,4,,"33,244","25,296","1,084","3,617","2,703",544
광주원주선,5201,경기,광주,초월,학동,초월IC·경기광주JCT-동곤지암IC,0~8.3,8.3,4,,"59,990","50,398","1,043","6,198","1,942",409
광주원주선,5202,경기,여주,금사,도곡,동곤지암IC-흥천이포IC,8.3~18.5,10.2,4,,"53,190","45,998",598,"4,710","1,541",343
광주원주선,5203,경기,여주,대신,보통,흥천이포IC-대신IC,18.5~24.5,6,4,,"47,061","39,554",811,"4,857","1,528",311
광주원주선,5204,경기,여주,대신,장풍,대신IC-동여주IC,24.5~33.1,8.6,4,,"44,945","37,758",774,"4,647","1,470",296
광주원주선,5205,경기,여주,북내,서원,동여주IC-동양평IC,33.1~40.3,7.2,4,,"43,014","35,411","1,226","4,327","1,766",284
광주원주선,5206,강원,원주,지정,판대,동양평IC-서원주IC,40.3~48.7,8.4,4,,"41,678","34,292","1,186","4,204","1,718",278
광주원주선,5207,강원,원주,지정,월송,서원주IC-신평JCT,48.7~52.7,4,4,,"42,497","36,672",671,"3,525","1,291",338
광주원주선,5208,강원,원주,,가현,신평JCT-원주JCT,52.7~56.9,4.2,4,,"18,509","15,233",523,"1,861",768,124
중앙선,5501,부산,,사상,삼락,시점-대저JCT,0~3.1,3.1,4,,"64,893","43,933",478,"13,023","4,817","2,642"
중앙선,5502,경남,김해,대동,초정,대저JCT-초정IC,3.1~4.5,1.4,4,,"71,436","48,997",689,"11,275","7,794","2,681"
중앙선,05502-1,경남,김해,대동,예안,초정IC-대감JCT,4.5~8.9,4.4,4,,"110,492","75,782","1,063","17,440","12,044","4,163"
중앙선,05502-2,경남,김해,대동,대감,대감JCT-대동JCT,8.9~10.1,1.2,4,,"98,224","67,374",940,"15,437","10,724","3,749"
중앙선,5506,대구,,북,금호,금호JCT-칠곡IC,92.1~96.9,4.8,4,,"49,606","36,517",825,"8,270","3,006",988
중앙선,5507,대구,,북,관음,칠곡IC-동명동호JCT,96.9~102.1,5.2,4,,"42,884","31,538",705,"7,177","2,597",867
중앙선,05507-1,경북,칠곡,동명,가천,동명동호JCT-다부IC,102.1~110.8,8.7,4,,"57,341","41,806","1,012","9,332","3,948","1,243"
중앙선,5508,경북,칠곡,가산,다부,다부IC-가산IC,110.8~117,6.2,4,,"54,605","39,778",962,"8,897","3,780","1,188"
중앙선,5509,경북,칠곡,가산,천평,가산IC-군위JCT,117~124.8,7.8,4,,"43,621","31,774",760,"7,085","3,042",960
중앙선,05509-1,경북,군위,군위,수서,군위JCT-군위IC,124.8~129.2,4.4,4,,"47,332","34,066",885,"7,474","3,773","1,134"
중앙선,5510,경북,군위,군위,수서,군위IC-의성IC,129.2~140.2,11,4,,"43,483","31,201",806,"6,861","3,534","1,081"
중앙선,5511,경북,의성,봉양,도원,의성IC-안동JCT,140.2~158.1,17.9,4,,"39,748","28,445",728,"6,260","3,292","1,023"
중앙선,05511-1,경북,안동,일직,용각,안동JCT-남안동IC,158.1~162.9,4.8,4,,"31,735","21,208",927,"4,855","3,577","1,168"
중앙선,5512,경북,안동,일직,조탑,남안동IC-서안동IC,162.9~177.9,15,4,,"25,908","17,192",743,"3,980","3,003",990
중앙선,5513,경북,안동,풍산,노,서안동IC-예천IC,177.9~191.2,13.3,4,,"22,694","15,100",650,"3,469","2,617",858
중앙선,5514,경북,예천,보문,작곡,예천IC-영주IC,191.2~203.3,12.1,4,,"22,358","14,897",642,"3,406","2,566",847
중앙선,5515,경북,영주,장수,화기,영주IC-풍기IC,203.3~213.5,10.2,4,,"18,126","12,143",522,"2,741","2,051",669
중앙선,5516,경북,영주,봉현,대촌,풍기IC-단양IC,213.5~230.5,17,4,,"23,199","15,448",663,"3,517","2,686",885
중앙선,5517,충북,단양,대강,두음,단양IC-북단양IC,230.5~244.7,14.2,4,,"21,288","14,213",607,"3,220","2,440",808
중앙선,5518,충북,단양,적성,각기,북단양IC-남제천IC,244.7~256.7,12,4,,"25,550","16,926",711,"3,883","3,014","1,016"
중앙선,5519,충북,제천,금성,월림,남제천IC-제천JCT,256.7~257.8,1.1,4,,"23,614","15,651",658,"3,588","2,786",931
중앙선,05519-1,충북,제천,금성,월림,제천JCT-제천IC,257.8~265,7.2,4,,"17,766","13,840",461,"1,864",952,649
중앙선,5520,충북,제천,봉양,장평,제천IC-신림IC,265~277.8,12.8,4,,"35,433","27,380",917,"3,755","1,981","1,400"
중앙선,5521,강원,원주,신림,신림,신림IC-남원주IC,277.8~296.4,18.6,4,,"35,099","27,087",902,"3,746","1,962","1,402"
중앙선,5522,강원,원주,,무실,남원주IC-만종JCT,296.4~301.3,4.9,4,,"45,889","35,473","1,200","4,860","2,553","1,803"
중앙선,5523,강원,원주,지정,만종,만종JCT-신평JCT,301.3~303.9,2.6,4,,"35,316","26,609",839,"4,192","2,518","1,158"
중앙선,05523-1,강원,원주,호저,무장,신평JCT-북원주IC,303.9~309.1,5.2,4,,"24,692","18,008",502,"3,498","2,294",390
중앙선,5524,강원,원주,호저,주산,북원주IC-횡성IC,309.1~319.8,10.7,4,,"25,721","19,772",494,"3,407","1,761",287
중앙선,5525,강원,횡성,횡성,학곡,횡성IC-홍천IC,319.8~345.4,25.6,4,,"24,014","18,394",460,"3,202","1,671",287
중앙선,5526,강원,홍천,홍천,하오안,홍천IC-춘천JCT,345.4~356.1,10.7,4,,"27,400","22,135",489,"3,479","1,210",87
중앙선,5527,강원,춘천,동산,조양,춘천JCT-춘천IC,356.1~369.6,13.5,4,,"34,231","27,871",615,"4,220","1,439",86
대구부산선,05503-1,경남,김해,대동,덕산,대동JCT-상동IC,10.1~16.7,6.6,4,,"49,637","30,348",511,"9,433","5,790","3,555"
대구부산선,05503-2,경남,김해,상동,여차,상동IC-삼랑진IC,16.7~32,15.3,4,,"43,292","26,801",432,"7,554","5,055","3,450"
대구부산선,05503-3,경남,밀양,삼랑진,미전,삼랑진IC-남밀양IC,32~39.5,7.5,4,,"46,905","30,264",592,"8,225","4,886","2,938"
대구부산선,05503-4,경남,밀양,,가곡,남밀양IC-밀양IC,39.5~45.6,6.1,4,,"46,305","28,635",395,"8,119","5,708","3,448"
대구부산선,05503-5,경북,청도,청도,구미,밀양IC-청도IC,45.6~63.6,18,4,,"47,309","29,617",498,"8,454","6,052","2,688"
대구부산선,05503-6,경북,경산,,옥산,청도IC-수성IC,63.6~85.9,22.3,4,,"44,966","27,718",435,"7,029","6,367","3,417"
대구부산선,05503-7,대구,,수성,시지,수성IC-동대구IC,85.9~89.5,3.6,4,,"61,066","40,340",646,"9,772","6,759","3,549"
대구부산선,05503-8,대구,,동,신평,동대구IC-동대구JCT,89.5~92.1,2.6,4,,"83,967","58,057",944,"14,056","7,302","3,608"
서울양양선,6011,강원,춘천,동산,조양,춘천JCT-동홍천IC,62.2~78.4,16.2,4,,"38,173","32,665","1,060","3,114","1,173",161
서울양양선,6012,강원,홍천,화촌,장평,동홍천IC-내촌IC,78.4~95.2,16.8,4,,"33,873","29,051",934,"2,711","1,031",146
서울양양선,6013,강원,인제,상남,상남,내촌IC-인제IC,95.2~115.6,20.4,4,,"33,093","28,390",908,"2,635","1,016",144
서울양양선,6014,강원,인제,기린,진동,인제IC-서양양IC,115.6~140.9,25.3,4,,"31,416","26,985",854,"2,486",955,136
서울양양선,6015,강원,양양,서면,영덕,서양양IC-양양JC,140.9~151.1,10.2,4,,"31,214","26,799",847,"2,472",958,138
강일춘천선,6001,서울,,강동,강일,강일JCT-선동IC,0~1,1,8,,"190,729","157,267","4,539","22,685","5,743",495
강일춘천선,6002,경기,하남,,선,선동IC-미사IC,1~1.9,0.9,8,,"137,115","113,013","3,251","16,414","4,090",347
강일춘천선,6003,경기,하남,,망월,미사IC-덕소삼패IC,1.9~4,2.1,6,,"93,249","76,831","2,205","11,171","2,803",239
강일춘천선,6004,경기,남양주,,삼패,덕소삼패IC-화도IC,4~14.9,10.9,6,,"85,644","70,765","2,052","10,079","2,527",221
강일춘천선,6005,경기,남양주,화도,차산,화도IC-서종IC,14.9~20.2,5.3,4,,"70,532","58,662","1,740","7,969","1,977",184
강일춘천선,6006,경기,양평,서종,수입,서종IC-설악IC,20.2~33,12.8,4,,"66,127","54,967","1,630","7,492","1,861",177
강일춘천선,6007,경기,가평,설악,신천,설악IC-강촌IC,33~47.2,14.2,4,,"58,437","48,597","1,445","6,608","1,634",153
강일춘천선,6008,강원,춘천,남면,발산,강촌IC-남춘천IC,47.2~56.3,9.1,4,,"53,956","44,852","1,330","6,133","1,506",135
강일춘천선,6009,강원,춘천,동산,군자,남춘천IC-조양IC,56.3~61.8,5.5,4,,"44,048","36,645","1,088","4,995","1,207",113
강일춘천선,6010,강원,춘천,동산,조양,조양IC-춘천JCT,61.8~62.2,0.4,4,,"43,279","36,054","1,058","4,896","1,165",106
동해선,06500-8,울산,,중구,다운,울산JCT-범서IC,47.2~55.3,8.1,4,,"24,103","14,901",221,"3,088","3,523","2,370"
동해선,06500-9,경북,경주,외동,연안,범서IC-남경주IC,55.3~69.9,14.6,4,,"23,790","15,024",218,"3,005","3,286","2,257"
동해선,06500-10,경북,경주,양북,입천,남경주IC-동경주IC,69.9~81.4,11.5,4,,"22,359","13,969",204,"2,879","3,146","2,161"
동해선,06500-11,경북,경주,양북,용동,동경주IC-남포항IC,81.4~100.8,19.4,4,,"20,201","12,620",182,"2,604","2,839","1,956"
동해선,06501-1,강원,삼척,근덕,상맹방,근덕IC-삼척IC,0~9.4,9.4,4,,"7,770","5,947",221,939,499,164
동해선,06501-2,강원,동해,,지흥,삼척IC-동해IC,9.4~17.9,8.5,4,,"15,193","11,593",436,"1,841",994,329
동해선,6501,강원,동해,,동호,동해IC-망상IC,17.9~26.1,8.2,4,,"21,769","16,522",625,"2,647","1,476",499
동해선,6502,강원,강릉,옥계,주수,망상IC-옥계IC,26.1~32.8,6.7,4,,"24,878","18,817",711,"3,033","1,727",590
동해선,6503,강원,강릉,강동,언별,옥계IC-남강릉IC,32.8~50.6,17.8,4,,"26,561","20,069",750,"3,243","1,865",634
동해선,06503-1,강원,강릉,성산,관음,남강릉IC-강릉IC,50.6~58.8,8.2,4,,"24,342","18,512",697,"2,941","1,639",553
동해선,6504,강원,강릉,성산,위촌,강릉IC-강릉JCT,58.8~61.5,2.7,6,,"37,320","28,729","1,089","4,420","2,309",773
동해선,6505,강원,강릉,사천,노동,강릉JCT-북강릉IC,61.5~68.8,7.3,4,,"20,690","16,853",400,"2,205",985,247
동해선,6506,강원,강릉,연곡,송림,북강릉IC-남양양IC,68.8~78,9.2,4,,"20,840","16,987",405,"2,205",993,250
동해선,6507,강원,양양,현남,임호정,남양양IC-하조대IC,78~93.2,15.2,4,,"21,009","17,090",406,"2,236","1,015",262
동해선,6508,강원,양양,현북,밀양,하조대IC-양양IC,93.2~102.9,9.7,4,,"19,183","15,658",372,"2,017",906,230
동해선,6509,강원,양양,강현,사교,양양IC-북양양IC,102.9~113.3,10.4,4,,"21,582","18,323",502,"2,087",580,90
동해선,6510,강원,속초,,도문,북양양IC-속초IC,113.3~121.8,8.5,4,,"12,881","10,958",309,"1,209",349,56
부산울산선,06500-0,부산,,해운대,송정,시점-동부산IC,0~4.3,4.3,4,,"48,499","40,887",543,"4,119","1,746","1,204"
부산울산선,06500-1,부산,기장,기장,내,동부산IC-해운대IC,4.3~6,1.7,4,,"52,334","44,100",593,"4,461","1,888","1,292"
부산울산선,06500-2,부산,기장,기장,청강,해운대IC-기장IC,6~13.9,7.9,6,,"58,036","49,256",638,"4,832","1,970","1,340"
부산울산선,06500-3,부산,기장,일광,화전,기장IC-장안IC,13.9~19.3,5.4,6,,"50,947","37,255",499,"5,676","4,119","3,398"
부산울산선,06500-4,부산,기장,장안,덕선,장안IC-온양IC,19.3~29.7,10.4,6,,"50,393","36,827",495,"5,601","4,091","3,379"
부산울산선,06500-5,울산,울주,온양,운화,온양IC-청량IC,29.7~37.5,7.8,6,,"48,788","35,651",481,"5,412","3,966","3,278"
부산울산선,06500-6,울산,울주,청량,덕하,청량IC-울주JCT,37.5~41,3.5,6,,"38,457","27,952",400,"4,233","3,259","2,613"
부산울산선,06500-12,울산,울주,청량,삼정,울주JCT-문수IC,41~42.8,1.8,6,,"35,886","23,313",359,"4,758","4,900","2,556"
부산울산선,06500-7,울산,울주,청량,문죽,문수IC-울산JCT,42.8~47.2,4.4,6,,"34,158","22,185",345,"4,530","4,660","2,438"
수도권제1순환선(남부),10001,경기,성남,분당,삼평,판교JCT-성남IC,0~4.2,4.2,8,,"204,976","160,570","1,734","31,836","9,546","1,290"
수도권제1순환선(남부),10002,경기,성남,중원,성남,성남IC-송파IC,4.2~9.4,5.2,8,,"194,034","152,245","1,643","30,075","8,873","1,198"
수도권제1순환선(남부),10003,서울,,송파,장지,송파IC-서하남IC,9.4~14.4,5,8,,"241,914","189,808","2,044","37,450","11,110","1,502"
수도권제1순환선(남부),10004,경기,하남,,감일,서하남IC-하남JCT,14.4~19.3,4.9,8,,"170,656","133,658","1,450","26,436","8,023","1,089"
수도권제1순환선(남부),10005,경기,하남,,춘궁,하남JCT-상일IC,19.3~21.9,2.6,8,,"241,549","175,302","3,032","44,850","16,261","2,104"
수도권제1순환선(남부),10006,서울,,강동,상일,상일IC-강일IC,21.9~24.9,3,8,,"259,458","188,032","3,238","48,310","17,591","2,287"
수도권제1순환선(남부),10007,서울,,강동,하일,강일IC-토평IC,24.9~25.9,1,8,,"179,963","130,588","2,243","33,389","12,153","1,590"
수도권제1순환선(남부),10008,경기,구리,,토평,토평IC-남양주IC,25.9~28.3,2.4,8,,"207,440","151,009","2,581","38,251","13,774","1,825"
수도권제1순환선(남부),10009,경기,남양주,,도농,남양주IC-구리IC,28.3~30.2,1.9,8,,"184,343","133,942","2,286","34,148","12,334","1,633"
수도권제1순환선(남부),10010,경기,구리,,인창,구리IC-퇴계원IC,30.2~32.9,2.7,8,,"187,347","136,308","2,369","34,580","12,475","1,615"
수도권제1순환선(남부),10025,경기,고양,덕양,내곡,일산IC-자유로JCT,69.2~71.4,2.2,10,,"200,617","156,698","2,087","31,045","8,706","2,081"
수도권제1순환선(남부),10024,경기,고양,덕양,토당,자유로JCT-김포IC,71.4~74.5,3.1,8,,"199,575","153,288","1,630","33,375","9,087","2,195"
수도권제1순환선(남부),10023,경기,김포,고촌,신곡,김포IC-노오지JCT,74.5~78.2,3.7,8,,"199,515","153,314","1,630","33,293","9,078","2,200"
수도권제1순환선(남부),10022,인천,,계양,귤현,노오지JCT-계양IC,78.2~81.3,3.1,8,,"199,915","150,977","1,200","35,884","9,527","2,327"
수도권제1순환선(남부),10021,인천,,계양,병방,계양IC-서운JCT,81.3~83.5,2.2,8,,"217,073","164,378","1,287","38,772","10,152","2,484"
수도권제1순환선(남부),10020,인천,,부평,서운,서운JCT-중동IC,83.5~85.6,2.1,8,,"273,766","208,957","2,888","45,483","14,470","1,968"
수도권제1순환선(남부),10019,경기,부천,원미,중동,중동IC-송내IC,85.6~87.6,2,8,,"267,009","203,807","2,815","44,356","14,110","1,921"
수도권제1순환선(남부),10018,경기,부천,소사,송내,송내IC-장수IC,87.6~90,2.4,8,,"254,355","194,148","2,684","42,258","13,438","1,827"
수도권제1순환선(남부),10017,인천,,부평,구산,장수IC-시흥IC,90~94.2,4.2,8,,"164,212","125,282","1,743","27,181","8,806","1,200"
수도권제1순환선(남부),10016,경기,시흥,,대야,시흥IC-안현JCT,94.2~96.9,2.7,8,,"163,444","124,601","1,759","27,387","8,556","1,141"
수도권제1순환선(남부),10015,경기,시흥,,안현,안현JCT-도리JCT,96.9~101.7,4.8,8,,"157,450","124,864","2,384","23,065","6,152",985
수도권제1순환선(남부),10015-1,경기,시흥,,조남,도리JCT-조남JCT,101.7~106.1,4.4,8,,"182,174","144,504","2,760","26,672","7,097","1,141"
수도권제1순환선(남부),10014,경기,안양,,안양,조남JCT-산본IC,106.1~111.4,5.3,8,,"183,720","150,467","3,545","23,858","4,856",994
수도권제1순환선(남부),10013,경기,군포,,산본,산본IC-평촌IC,111.4~115.5,4.1,8,,"160,329","131,026","3,089","20,975","4,336",903
수도권제1순환선(남부),10012,경기,안양,,평촌,평촌IC-학의JCT,115.5~118.4,2.9,8,,"181,207","148,606","3,511","23,363","4,749",978
수도권제1순환선(남부),10011,경기,의왕,,학의,학의JCT-판교JCT,118.4~127.2,8.8,8,,"168,626","135,383","2,327","23,936","6,016",964
수도권제1순환선(북부),10031,경기,남양주,,별내,퇴계원IC-별내IC,32.9~34.9,2,8,,"123,799","95,626","2,690","18,416","6,290",777
수도권제1순환선(북부),10030,경기,남양주,,별내,별내IC-의정부IC,34.9~42.9,8,8,,"137,208","104,094","2,363","23,107","6,851",793
수도권제1순환선(북부),10029-1,경기,의정부,,호원,의정부IC-호원IC,42.9~44.5,1.6,8,,"166,719","126,461","3,269","25,950","9,475","1,564"
수도권제1순환선(북부),10029,경기,양주,장흥,울대,호원IC-송추IC,44.5~51,6.5,8,,"155,108","104,999","3,690","36,433","8,579","1,407"
수도권제1순환선(북부),10028,경기,양주,장흥,삼하,송추IC-통일로IC,51~59.9,8.9,8,,"151,105","109,397","3,283","26,795","8,959","2,671"
수도권제1순환선(북부),10027-1,경기,고양,덕양,원신,통일로IC-고양JCT,59.9~62.9,3,8,,"164,184","121,842","4,586","26,747","8,504","2,505"
수도권제1순환선(북부),10027,경기,고양,덕양,주교,고양JCT-고양IC,62.9~65.9,3,8,,"143,613","106,701","4,128","23,752","6,841","2,191"
수도권제1순환선(북부),10026,경기,고양,일산동,산황,고양IC-일산IC,65.9~69.2,3.3,8,,"141,900","99,850","4,136","26,139","9,333","2,442"
남해제1지선,10204,경남,함안,산인,신산,산인JCT-내서JCT,0~4.3,4.3,4,,"41,263","32,429",985,"5,795","1,619",435
남해제1지선,10205,경남,창원,마산회원,중,내서JCT-서마산IC,4.3~9.7,5.4,4,,"65,428","48,152","1,318","9,879","4,313","1,766"
남해제1지선,10206,경남,창원,마산회원,회성,서마산IC-동마산IC,9.7~13.4,3.7,4,,"59,505","43,695","1,213","8,981","4,000","1,616"
남해제1지선,10207,경남,창원,마산회원,구암,동마산IC-창원JCT,13.4~17.9,4.5,4,,"45,862","33,690",948,"6,936","3,091","1,197"
남해제2지선,10401,경남,김해,장유,유하,냉정JCT-장유IC,0~3.3,3.3,6,,"66,723","47,205","1,229","10,282","5,478","2,529"
남해제2지선,10402,경남,김해,장유,단,장유IC-가락IC,3.3~12.8,9.5,8,,"57,965","40,806","1,051","9,033","4,805","2,270"
남해제2지선,10403,부산,,강서,봉림,가락IC-서부산IC,12.8~18,5.2,8,,"88,065","61,802","1,595","13,614","7,453","3,601"
남해제2지선,10404,부산,,강서,대저2,서부산IC-사상IC,18~20.2,2.2,8,,"125,545","88,098","2,274","19,402","10,629","5,142"
부산항신항선,10501,경남,창원,진해,소사,신항교차로-진해영업소,0~5.7,5.7,4,,"13,076","3,407",510,659,"4,684","3,816"
부산항신항선,10502,경남,김해,,관동,진해영업소-대청IC,5.7~10.5,4.8,4,,"38,923","10,136","1,514","1,976","13,929","11,368"
부산항신항선,10503,경남,김해,진례,산본,대청IC-남진례IC,10.5~15.2,4.7,4,,"26,279","6,838","1,019","1,332","9,403","7,687"
제2경인선,11001,인천,,남,용현,인천시점-학익JCT,0~1.8,1.8,6,,"55,305","34,115",314,"11,084","7,670","2,122"
제2경인선,11001-1,인천,,남,학익,학익JCT-문학IC,1.8~4.1,2.3,6,,"100,020","62,159",559,"19,703","13,794","3,805"
제2경인선,11002,인천,,남,문학,문학IC-남동IC,4.1~7.5,3.4,6,,"135,895","84,870",779,"26,458","18,627","5,161"
제2경인선,11003,인천,,남동,남촌,남동IC-서창JCT,7.5~9.8,2.3,8,,"236,666","141,725","1,057","51,898","33,255","8,731"
제2경인선,11004,인천,,남동,서창,서창JCT-신천IC,9.8~13.6,3.8,6,,"86,723","64,645",624,"13,871","6,138","1,445"
제2경인선,11005,경기,시흥,,방산,신천IC-안현JCT,13.6~17,3.4,6,,"127,467","95,305",928,"20,177","8,938","2,119"
제2경인선,11006,경기,시흥,,안현,안현JCT-광명IC,17~20.1,3.1,6,,"156,968","128,329","1,325","21,602","5,023",689
제2경인선,11007,경기,광명,,노온사,광명IC-일직JCT,20.1~24.4,4.3,6,,"146,542","119,887","1,249","20,054","4,690",662
제2경인선,11008,경기,광명,,일직,일직JCT-석수IC,24.4~25.5,1.1,6,,"144,412","119,346","1,075","19,257","4,397",337
제2경인선(인천대교),11000,경기,인천,중,운남,공항신도시JCT-학익JCT,0~21.4,21.4,6,,"57,699","43,799","4,035","7,784","1,804",277
제2경인선(안양성남),11009,경기,안양,만안,석수,석수IC-삼막IC,0~1.2,1.2,6,,"86,378","66,602",587,"14,595","3,828",766
제2경인선(안양성남),11010,경기,안양,동안,비산,삼막IC-북의왕IC,1.2~9.6,8.4,6,,"86,865","66,969",587,"14,656","3,887",766
제2경인선(안양성남),11011,경기,의왕,,청계,북의왕IC-북청계IC,9.6~10.8,1.2,6,,"88,606","68,334",603,"14,989","3,895",785
제2경인선(안양성남),11012,경기,의왕,,청계,북청계IC-동판교IC,10.8~20.2,9.4,4,,"63,130","48,662",431,"10,655","2,826",556
제2경인선(안양성남),11013,경기,성남,수정,시흥,동판교IC-여수대로IC,20.2~21.9,1.7,4,,"43,649","33,653",301,"7,393","1,900",402
