노선번호,지점번호,도명,시/군,읍/면,동/리,구간,이정(km),연장(km),차로수,시간,계,승용차,버스,소형화물,중형화물,대형화물
경인선,12004,인천,,서,가정,서인천IC-부평IC,0~3.8,3.8,8,,"221,395","182,907","1,623","29,553","6,763",549
경인선,12005,인천,,계양,작전,부평IC-서운JCT,3.8~6.9,3.1,8,,"178,250","147,193","1,317","23,881","5,425",434
경인선,12006,인천,,계양,서운,서운JCT-부천IC,6.9~8.6,1.7,8,,"176,672","148,422","1,166","21,897","5,024",163
경인선,12007,경기,부천,오정,내,부천IC-신월IC,8.6~13.5,4.9,8,,"189,361","159,083","1,252","23,465","5,390",171
인천국제공항선,13001,인천,,중,운서,인천공항-공항신도시IC,0~1.6,1.6,8,,"51,687","41,501","3,594","5,342","1,102",148
인천국제공항선,13001-1,인천,,중,운서,공항신도시IC-공항입구JCT,1.6~4.6,3,8,,"37,636","30,740","1,626","4,280",989,1
인천국제공항선,13001-2,인천,,중,운북,공항입구JCT-금산IC,4.6~5.9,1.3,8,,"64,550","53,408","2,040","6,747","2,246",109
인천국제공항선,13002,인천,,중,중산,금산IC-북인천IC,5.9~15.7,9.8,8,,"87,610","71,135","2,388","9,392","4,548",147
인천국제공항선,13003,인천,,서,경서,북인천IC-청라IC,15.7~20.3,4.6,8,,"45,645","39,095","1,309","4,524",620,97
인천국제공항선,13003-1,인천,,서,시천,청라IC-노오지JCT,20.3~28.2,7.9,8,,"84,384","67,225","1,461","12,319","3,007",372
인천국제공항선,13004,인천,,계양,상야,노오지JCT-김포공항IC,28.2~32,3.8,6,,"58,958","47,982","1,125","7,194","2,335",322
인천국제공항선,13005,서울,,강서,개화,김포공항IC-88JCT,32~34.2,2.2,6,,"49,537","40,132",827,"6,056","2,215",307
인천국제공항선,13005-1,경기,고양,덕양,강매,88JCT-북로JCT,34.2~36.5,2.3,6,,"31,049","24,387",397,"4,403","1,569",293
서천공주선,15101,충남,서천,화양,옥포,동서천IC-동서천JCT,0~2.2,2.2,4,,"3,690","2,589",91,569,384,57
서천공주선,15102,충남,서천,화양,추동,동서천JCT-서부여IC,2.2~22.8,20.6,4,,"20,122","14,157",495,"3,094","2,031",345
서천공주선,15103,충남,부여,홍산,무정,서부여IC-부여IC,22.8~31.7,8.9,4,,"21,790","15,365",532,"3,340","2,182",371
서천공주선,15104,충남,부여,은산,신대,부여IC-청양IC,31.7~44.1,12.4,4,,"23,905","16,858",580,"3,683","2,385",399
서천공주선,15105,충남,청양,청남,지곡,청양IC-서공주IC,44.1~57.8,13.7,4,,"24,776","17,497",598,"3,805","2,461",415
서천공주선,15106,충남,공주,우성,대성,서공주IC-서공주JCT,57.8~61.4,3.6,4,,"27,184","19,212",664,"4,173","2,683",452
평택시흥선,15301,경기,화성,장안,독정,서평택JCT-조암IC,0~9.8,9.8,4,,"58,194","28,643",952,"12,029","12,969","3,601"
평택시흥선,15302,경기,화성,우정,주곡,조암IC-마도JCT,9.8~18.6,8.8,4,,"63,091","31,268",907,"13,289","13,807","3,820"
평택시흥선,15302-1,경기,화성,마도,석교,마도JCT-송산마도IC,18.6~21.5,2.9,4,,"75,206","39,382","1,089","16,352","14,378","4,005"
평택시흥선,15303,경기,화성,송산,고정,송산마도IC-남안산IC,21.5~35.3,13.8,4,,"76,180","40,831","1,088","15,160","15,323","3,778"
평택시흥선,15304,경기,시흥,,거모,남안산IC-군자JCT,35.3~42.6,7.3,6,,"65,689","36,693","1,007","12,856","11,480","3,653"
오산화성선,17101,경기,오산,,양산,서오산JCT-안녕IC,0~2.6,2.6,6,,"51,317","41,978",728,"6,314","2,071",226
용인서울선,17111,경기,용인,기흥,영덕,흥덕IC-광교상현IC,0~3.2,3.2,6,,"91,483","83,275",359,"6,403","1,410",36
용인서울선,17112,경기,용인,수지,성복,광교상현IC-서수지IC,3.1~6.3,3.1,6,,"128,794","118,364",766,"8,049","1,581",34
용인서울선,17113,경기,용인,수지,신봉,서수지IC-서분당IC,6.3~10.5,4.2,6,,"129,664","119,067","1,327","7,926","1,309",35
용인서울선,17114,경기,성남,분당,대장,서분당IC-서판교IC,10.5~13.6,3.1,6,,"123,707","113,750","1,257","7,391","1,297",12
용인서울선,17115,경기,성남,수정,금토,서판교IC-금토JCT,13.6~16.3,2.7,6,,"98,437","90,131",888,"6,180","1,215",23
용인서울선,17115-1,경기,성남,수정,금토,금토JCT-고등IC,16.3~18.4,2.1,6,,"59,265","54,541",504,"3,483",724,13
용인서울선,17116,경기,성남,수정,고등,고등IC-헌릉IC,18.4~22.9,4.5,4,,"47,099","43,714",462,"2,523",392,8
새만금포항선지선,02000-1,전북,익산,왕궁,구덕,,0~7.6,7.6,4,,"33,504","20,101",603,"4,505","5,913","2,382"
새만금포항선지선,02000-2,전북,완주,봉동,구만,,7.6~10.5,2.9,4,,"37,586","22,939",695,"5,043","6,378","2,531"
새만금포항선지선,02000-5,전북,완주,소양,명덕,,10.5~16.8,6.3,4,,"14,486","8,699",280,"2,057","2,500",950
호남선지선,25101,충남,논산,연무,고내,논산JCT-논산IC,0~5.5,5.5,4,,"43,005","28,614",782,"6,612","6,038",959
호남선지선,25102,충남,논산,연무,양지,논산IC-양촌하이패스IC,5.5~15.4,9.9,4,,"47,407","31,611",864,"7,304","6,577","1,051"
호남선지선,25102-1,충남,논산,양촌,산직,양촌하이패스IC-계룡IC,15.4~28,12.6,4,,"48,446","32,356",883,"7,455","6,682","1,070"
호남선지선,25103,충남,논산,두마,왕대,계룡IC-서대전JCT,28~34.4,6.4,4,,"50,935","33,860",916,"7,875","7,137","1,147"
호남선지선,25104,대전,,유성,원내,서대전JCT-유성IC,34.4~42.8,8.4,4,,"59,112","40,725",927,"8,414","7,516","1,530"
호남선지선,25105,대전,,유성,장대,유성IC-유성JCT,42.8~45.7,2.9,4,,"67,596","46,220","1,045","9,613","8,907","1,811"
호남선지선,25105-1,대전,,유성,하기,유성JCT-북대전IC,45.7~50.3,4.6,4,,"71,547","50,127",996,"9,661","8,683","2,080"
호남선지선,25106,대전,,유성,화암,북대전IC-회덕JCT,50.3~53.9,3.6,4,,"76,983","53,559","1,063","10,475","9,586","2,300"
고창담양선,25301,전북,고창,고수,남산,고창JCT-남고창IC,0~2.5,2.5,4,,"20,326","14,096",304,"3,319","2,353",254
고창담양선,25301-1,전북,고창,고수,부곡,남고창IC-장성물류IC,2.5~12.6,10.1,4,,"23,270","16,061",351,"3,819","2,740",299
고창담양선,25302,전남,장성,서삼,송현,장성물류IC-장성JCT,12.6~17.2,4.6,4,,"22,586","15,706",336,"3,688","2,574",282
고창담양선,25303,전남,장성,장성,야은,장성JCT-북광주IC,17.2~28.9,11.7,4,,"15,906","10,720",230,"2,673","1,822",461
고창담양선,25304,전남,장성,진원,진원,북광주IC-담양JCT,28.9~37.2,8.3,4,,"22,670","15,160",321,"3,914","2,571",704
고창담양선,25305,전남,담양,창평,유산,담양JCT-대덕JCT,37.2~42.3,5.1,4,,"12,709","8,092",164,"2,285","1,462",706
대전남부순환선,30001,대전,,유성,원내,서대전JCT-서대전IC,0~1.1,1.1,4,,"45,795","35,044",662,"6,621","3,106",362
대전남부순환선,30002,대전,,서,관저,서대전IC-안영IC,1.1~5.7,4.6,4,,"42,840","32,522",628,"6,131","3,173",386
대전남부순환선,30003,대전,,중,안영,안영IC-산내JCT,5.7~13.3,7.6,4,,"37,113","28,048",543,"5,342","2,839",341
상주영천선,30101,경북,영천,고경,오류,영천JCT-동영천IC,0~10.9,10.9,4,,"23,443","14,978",708,"3,029","4,120",608
상주영천선,30102,경북,영천,,오미,동영천IC-화산JCT,10.9~19.3,8.4,4,,"24,001","15,330",713,"3,093","4,227",638
상주영천선,30103,경북,영천,화산,화산,화산JCT-신녕IC,19.3~26.3,7,4,,"31,035","19,877",920,"3,994","5,423",821
상주영천선,30104,경북,영천,신녕,화남,신녕IC-동군위IC,26.3~42.1,15.8,4,,"35,425","22,668","1,049","4,561","6,211",936
상주영천선,30105,경북,군위,효령,금매,동군위IC-군위JCT,42.1~53.1,11,4,,"28,506","18,075",867,"3,684","5,109",771
상주영천선,30106,경북,구미,장천,오로,군위JCT-서군위하이패스IC,53.1~65.7,12.6,4,,"30,676","19,674",898,"3,910","5,346",848
상주영천선,30107,경북,군위,소보,달산,서군위하이패스IC-도개IC,65.7~82.2,16.5,4,,"32,779","21,007",950,"4,197","5,739",886
상주영천선,30108,경북,상주,낙동,장곡,도개IC-상주JCT,82.2~90.5,8.3,4,,"34,229","22,003",987,"4,367","5,966",906
상주영천선,30109,경북,상주,낙동,상촌,상주JCT-낙동JCT,90.5~94.3,3.8,6,,"37,914","24,373","1,111","4,837","6,585","1,008"
수도권제2순환선(봉담),40001,경기,화성,동탄,금곡,동탄JCT-북오산IC,0~3.7,3.7,4,,"82,334","59,254","1,973","14,534","5,690",883
수도권제2순환선(봉담),40002,경기,오산,,지곶,북오산IC-서오산JCT,3.7~9.3,5.6,4,,"82,590","60,071","1,711","14,192","5,745",871
수도권제2순환선(인천),40003,인천,,서,원창,시점IC-남청라IC,0~9.2,9.2,6,,"77,184","50,618",372,"15,079","8,197","2,918"
수도권제2순환선(인천),40004,인천,,서,경서,남청라IC-북청라IC,9.2~14.3,5.1,6,,"74,576","46,322",323,"17,807","8,287","1,837"
수도권제2순환선(인천),40005,인천,,서,오류,북청라IC-검단양촌IC,14.3~19.1,4.8,6,,"72,821","46,885",297,"18,044","6,298","1,297"
수도권제2순환선(인천),40006,경기,김포,양촌,학운,검단양촌IC-대곶IC,19.1~24.7,5.6,4,,"43,804","27,269",234,"11,448","3,909",944
수도권제2순환선(인천),40007,경기,김포,대곶,오니산,대곶IC-서김포통진IC,24.7~28.6,3.9,4,,"26,007","17,204",146,"5,584","2,607",466
수도권제2순환선(봉담),40011,경기,화성,봉담,분천,화성JCT-남봉담IC,0~0.9,0.9,4,,"26,301","17,632",513,"6,485","1,483",188
수도권제2순환선(봉담),40012,경기,화성,봉담,상기,남봉담IC-남비봉팔탄IC,0.9~6.8,5.9,4,,"36,070","24,530",690,"8,654","1,956",240
수도권제2순환선(봉담),40013,경기,화성,팔탄,창곡,남비봉팔탄IC-팔탄JCT,6.8~8.9,2.1,4,,"30,929","20,315",623,"7,882","1,882",227
수도권제2순환선(봉담),40014,경기,화성,남양,활초,팔탄JCT-화성IC,8.9~14,5.1,4,,"22,803","13,600",583,"6,174","2,242",204
수도권제2순환선(봉담),40015,경기,화성,남양,신남,화성IC-마도IC,14~15.8,1.8,4,,"26,822","17,469",588,"5,572","2,858",335
수도권제2순환선(봉담),40016,경기,화성,마도,쌍송,마도IC-마도JCT,15.8~16.3,0.5,4,,"7,017","4,660",164,"1,466",656,71
수도권제2순환선(광주),40017,경기,광주,도척,유정,곤지암JC-도척IC,0~4,4,4,,"15,698","10,070",278,"4,409",815,126
수도권제2순환선(광주),40018,경기,광주,도척,유정,도척IC-포곡IC,4~15,11,4,,"24,438","16,091",449,"6,105","1,634",159
수도권제2순환선(광주),40019,경기,용인,포곡,영문,포곡IC-서용인JCT,15~17,2,4,,"27,337","18,176",778,"6,769","1,440",174
수도권제2순환선(광주),40020,경기,용인,포곡,마성,서용인JCT-서용인IC,17~21.4,4.4,4,,"52,996","34,349","1,406","12,266","4,499",476
수도권제2순환선(광주),40021,경기,용인,처인,삼가,서용인IC-동탄IC,21.4~25.8,4.4,4,,"37,995","23,900","1,046","9,536","3,113",400
수도권제2순환선(광주),40022,경기,화성,,중,동탄IC-동탄JCT,25.8~31,5.2,4,,"46,748","31,210","1,325","10,741","3,059",413
중부내륙지선,45101,대구,달성,현풍,지동,현풍JCT-북현풍하이패스IC,0~3.1,3.1,4,,"38,553","25,666",710,"7,743","3,580",854
중부내륙지선,45101-1,대구,달성,현풍,성화,북현풍하이패스IC-달성IC,3.1~12.4,9.3,4,,"41,650","27,796",773,"8,257","3,885",939
중부내륙지선,45102,대구,달성,옥포,송촌,달성IC-옥포JCT,12.4~15.3,2.9,4,,"46,090","30,991",880,"9,043","4,175","1,001"
중부내륙지선,45103,대구,달성,옥포,본리,옥포JCT-화원옥포IC,15.3~17.2,1.9,8,,"100,188","69,650","1,472","18,250","9,296","1,520"
중부내륙지선,45104,대구,달성,화원,설화,화원옥포IC-유천하이패스IC,17.2~20.1,2.9,8,,"103,199","71,737","1,516","18,800","9,580","1,566"
중부내륙지선,45104-1,대구,,달서,유천,유천하이패스IC-남대구IC,20.1~23.2,3.1,8,,"94,953","66,519","1,395","17,186","8,474","1,379"
중부내륙지선,45105,대구,,달서,월성,남대구IC-서대구IC,23.2~28.1,4.9,6,,"61,134","42,865",897,"11,048","5,445",879
중부내륙지선,45107,대구,,서,상리,서대구IC-금호JCT,28.1~30,1.9,8,,"131,690","92,413","1,936","23,750","11,718","1,873"
중앙선지선,55104,경남,김해,대동,예안,김해JCT-대동JCT,0~9.2,9.2,4,,"40,732","28,084",543,"7,803","3,142","1,160"
중앙선지선,55101,경남,김해,대동,월촌,대동JCT-물금IC,9.2~13.4,4.2,6,,"104,006","64,930","1,278","22,825","10,826","4,147"
중앙선지선,55102,경남,양산,물금,증산,물금IC-남양산IC,13.4~15.7,2.3,6,,"86,297","53,789","1,071","19,053","8,963","3,421"
중앙선지선,55103,경남,양산,동,석산,남양산IC-양산JCT,15.7~17.4,1.7,4,,"89,664","55,875","1,128","19,746","9,358","3,557"
부산외곽순환선,60001,경남,김해,진영,우동,진영JCT-진영IC,0~5.2,5.2,4,,"33,140","20,920",203,"6,606","4,402","1,009"
부산외곽순환선,60002,경남,김해,진영,설창,진영IC-한림IC,5.2~9,3.8,4,,"38,870","24,707",237,"7,688","5,084","1,154"
부산외곽순환선,60003,경남,김해,한림,명동,한림IC-광재IC,9~17.2,8.2,4,,"41,538","26,471",251,"8,221","5,389","1,206"
부산외곽순환선,60004,경남,김해,상동,우계,광재IC-대감JCT,17.2~26.2,9,4,,"49,902","32,000",302,"9,809","6,364","1,427"
부산외곽순환선,60005,경남,김해,대동,대감,대감JCT-김해가야하이패스IC,26.2~28,1.8,4,,"64,284","43,078",291,"12,221","6,973","1,721"
부산외곽순환선,60006,경남,김해,대동,월촌,김해가야하이패스IC-노포JCT,28~37.9,9.9,4,,"62,889","41,749",281,"12,122","6,997","1,740"
부산외곽순환선,60007,부산,,금정,노포,노포JCT-금정IC,37.9~39,1.1,4,,"53,313","36,340",139,"10,219","5,182","1,433"
부산외곽순환선,60008,부산,,금정,두구,금정IC-기장철마IC,39~43.2,4.2,4,,"52,170","35,689",143,"9,949","4,983","1,406"
부산외곽순환선,60009,부산,기장,철마,백길,기장철마IC-기장IC·JCT,43.2~48.8,5.6,4,,"56,046","38,097",149,"10,801","5,465","1,534"
대구외곽선,70001,대구,,달서,파호,달서IC-다사IC,0~3.6,3.6,4,,"10,563","7,747",55,"1,990",685,86
대구외곽선,70002,대구,달성,다사,매곡,다사IC-북다사IC,3.6~7.8,4.2,4,,"15,891","11,639",76,"3,033","1,022",121
대구외곽선,70003,경북,칠곡,지천,오산,북다사IC-칠곡JCT,7.8~11.5,3.7,4,,"19,792","14,494",91,"3,762","1,298",147
대구외곽선,70004,경북,칠곡,지천,연호,칠곡JCT-지천IC,11.5~16.4,4.9,4,,"13,010","10,213",139,"2,073",535,50
대구외곽선,70005,대구,,북,읍내,지천IC-동명동호JCT,16.4~20,3.6,4,,"12,813","10,000",141,"2,096",531,45
대구외곽선,70006,대구,,북,연경,서변IC-파군재IC,26.5~30.5,4,4,,"25,587","20,438",240,"3,897",866,146
대구외곽선,70007,대구,,동,둔산,파군재IC-둔산IC,30.5~36.8,6.3,4,,"27,148","21,616",265,"4,140",957,170
대구외곽선,70008,대구,,동,상매,둔산IC-상매JCT,36.8~38.5,1.7,4,,"26,475","21,103",254,"4,033",925,160
경부선,101,부산,,금정,구서,구서IC-노포IC,0~5.1,5.1,6,,"69,680","55,462","1,517","9,147","2,478","1,076"
경부선,00101-1,부산,,금정,노포,노포IC-노포JCT,5.1~5.6,0.5,6,,"66,539","52,866","1,448","8,780","2,407","1,038"
경부선,00101-2,부산,,금정,노포,노포JCT-양산JCT,5.6~12.8,7.2,6,,"91,691","72,707","1,988","12,200","3,354","1,442"
경부선,102,경남,양산,,다방,양산JCT-양산IC,12.8~17.9,5.1,8,,"100,392","63,843","2,243","18,438","10,975","4,893"
경부선,103,경남,양산,상북,석계,양산IC-통도사하이패스IC,17.9~30.7,12.8,6,,"82,481","52,635","1,846","15,033","8,992","3,975"
경부선,00103-1,울산,울주,삼남,순지,통도사하이패스IC-통도사IC,30.7~32.1,1.4,6,,"79,594","50,801","1,777","14,503","8,678","3,835"
경부선,00103-2,울산,울주,삼남,순지,통도사IC-서울주JCT,32.1~33.6,1.5,6,,"75,209","48,019","1,679","13,631","8,255","3,625"
경부선,104,울산,울주,삼남,조일,통도사IC-서울산IC,33.6~38.5,4.9,6,,"60,282","39,248","1,469","11,015","5,996","2,554"
경부선,105,울산,울주,삼남,교,서울산IC-언양JCT,38.5~40.1,1.6,6,,"53,217","34,627","1,298","9,716","5,303","2,273"
경부선,106,울산,울주,언양,반곡,언양JCT-활천IC,40.1~57.3,17.2,6,,"50,772","32,747","1,061","8,701","6,232","2,031"
경부선,00106-1,경북,경주,내남,용장,활천IC-경주IC,57.3~68.3,11,6,,"48,396","31,234","1,008","8,284","5,936","1,934"
경부선,107,경북,경주,,율,경주IC-건천IC,68.3~78.7,10.4,6,,"52,756","34,159","1,099","9,022","6,389","2,087"
경부선,108,경북,경주,건천,천포,건천IC-영천JCT,78.7~90.8,12.1,6,,"55,011","35,676","1,146","9,414","6,620","2,155"
경부선,00108-1,경북,영천,북안,반정,영천JCT-영천IC,90.8~96.4,5.6,6,,"33,689","21,314",542,"5,490","5,211","1,132"
경부선,109,경북,영천,,본촌,영천IC-경산IC,96.4~112.8,16.4,6,,"41,928","26,691",670,"6,813","6,382","1,372"
경부선,110,경북,경산,진량,선화,경산IC-동대구JCT,112.8~122.1,9.3,8,,"68,625","43,753","1,107","11,186","10,354","2,225"
경부선,00110-1,대구,,동,숙천,동대구JCT-도동JCT,122.1~126.2,4.1,8,,"111,778","69,685","1,281","22,983","13,549","4,280"
경부선,111,대구,,동,검사,도동JCT-북대구IC,126.2~133.9,7.7,8,,"129,966","80,689","1,309","28,312","14,551","5,105"
경부선,112,대구,,북,서변,북대구IC-금호JCT,133.9~139.4,5.5,8,,"143,239","89,105","1,450","31,049","15,976","5,659"
경부선,113,경북,칠곡,지천,용산,금호JCT-칠곡JCT,139.4~143.4,4,8,,"117,356","75,035","1,509","23,071","13,185","4,556"
경부선,00113-2,대구,달성,하빈,대평,칠곡JCT-칠곡물류IC,143.4~150.1,6.7,8,,"122,297","80,058","1,944","21,666","14,007","4,622"
경부선,00113-1,경북,칠곡,지천,연화,칠곡물류IC-왜관IC,150.1~153.3,3.2,8,,"116,819","76,223","1,844","20,654","13,577","4,521"
경부선,114,경북,칠곡,왜관,삼청,왜관IC-남구미IC,153.3~167.3,14,8,,"102,381","66,561","1,612","18,148","12,039","4,021"
경부선,115,경북,구미,,임오,남구미IC-구미IC,167.3~172.3,5,8,,"90,586","58,615","1,419","16,075","10,848","3,629"
경부선,116,경북,구미,,원평,구미IC-북구미하이패스IC,172.3~179.3,7,8,,"76,849","49,700","1,196","13,652","9,213","3,088"
경부선,00116-1,경북,구미,,부곡,북구미하이패스IC-김천JCT,179.3~183.2,3.9,8,,"72,814","47,240","1,129","12,943","8,616","2,886"
경부선,117,경북,김천,아포,국사,김천JCT-동김천IC,183.2~192.3,9.1,6,,"46,442","27,135",608,"6,430","8,529","3,740"
경부선,00117-1,경북,김천,남,초곡,동김천IC-김천IC,192.3~200.3,8,6,,"40,066","23,144",508,"5,469","7,614","3,331"
경부선,118,경북,김천,,교,김천IC-추풍령IC,200.3~212.3,12,6,,"39,206","22,534",489,"5,342","7,524","3,317"
경부선,119,경북,김천,봉산,광천,추풍령IC-황간IC,212.3~222.4,10.1,6,,"38,290","22,041",478,"5,224","7,316","3,231"
경부선,120,충북,영동,황간,마산,황간IC-영동IC,222.4~232.3,9.9,6,,"39,809","22,926",500,"5,419","7,609","3,355"
경부선,121,충북,영동,용산,구촌,영동IC-금강IC,232.3~248.3,16,6,,"42,075","24,292",528,"5,701","8,018","3,536"
경부선,122,충북,옥천,동이,조령,금강IC-옥천IC,248.3~259.7,11.4,4,,"43,002","24,606",533,"5,843","8,313","3,707"
경부선,123,충북,옥천,옥천,서정,옥천IC-비룡JCT,259.7~268.4,8.7,6,,"53,254","30,858",687,"7,283","10,026","4,400"
경부선,124,대전,,동,비룡,비룡JCT-대전IC,268.4~271.9,3.5,6,,"78,946","54,171","1,817","11,061","8,745","3,152"
경부선,125,대전,,대덕,송촌,대전IC-회덕JCT,271.9~277.9,6,6,,"90,162","62,071","2,090","12,836","9,687","3,478"
경부선,126,대전,,대덕,신대,회덕JCT-신탄진IC,277.9~282,4.1,8,,"113,626","75,669","2,470","16,241","15,425","3,821"
경부선,127,대전,,대덕,목상,신탄진IC-남청주IC,282~293.1,11.1,8,,"120,342","80,663","2,636","17,221","15,915","3,907"
경부선,128,충북,청주,남이,외천,남청주IC-청주JCT,293.1~296.6,3.5,8,,"117,484","79,027","2,583","17,076","15,107","3,691"
경부선,00128-1,충북,청주,남이,척북,청주JCT-남이JCT,296.6~300.5,3.9,10,,"131,013","84,361","3,099","19,155","19,156","5,242"
경부선,129,충북,청주,흥덕,신전,남이JCT-청주IC,300.5~305.1,4.6,6,,"93,243","56,918","2,464","13,845","15,373","4,643"
경부선,130,충북,청주,옥산,덕촌,청주IC-옥산하이패스IC,305.1~308.7,3.6,6,,"90,034","55,090","2,384","13,480","14,641","4,439"
경부선,00130-1,충북,천안,수신,장산,옥산하이패스IC-옥산JCT,308.7~316,7.3,6,,"91,613","56,009","2,424","13,633","15,014","4,533"
경부선,00130-2,충북,청주,옥산,수락,옥산JCT-목천IC,316~329.9,13.9,6,,"102,348","64,670","2,966","14,221","15,885","4,606"
경부선,131,충남,천안,성남,용원,목천IC-천안JCT,329.9~333.4,3.5,6,,"105,612","66,733","3,063","14,690","16,380","4,746"
경부선,00131-1,충남,천안,목천,응원,천안JCT-천안IC,333.4~340.1,6.7,8,,"161,308","117,668","5,892","20,454","14,708","2,586"
경부선,132,충남,천안,,안서,천안IC-북천안IC,340.1~348.4,8.3,8,,"181,263","131,729","6,591","22,988","16,953","3,002"
경부선,00132-2,충남,천안,입장,용정,북천안IC-안성IC,348.4~360.1,11.7,8,,"174,264","127,019","6,352","22,265","15,852","2,776"
경부선,00132-1,경기,안성,공도,용두,안성IC-안성JCT,360.1~364.9,4.8,8,,"194,458","141,882","7,098","24,580","17,766","3,132"
경부선,133,경기,안성,원곡,산하,안성JCT-남사진위IC,364.9~372.9,8,8,,"182,381","136,858","8,397","23,830","11,820","1,476"
경부선,00133-1,경기,평택,진위,동천,남사진위IC-오산IC,372.9~378.2,5.3,8,,"190,808","143,109","8,763","24,912","12,474","1,550"
경부선,134,경기,오산,,원,오산IC-동탄JCT,378.2~382.1,3.9,8,,"196,744","147,391","9,029","25,788","12,936","1,600"
경부선,00134-1,경기,화성,동탄,방교,동탄JCT-기흥IC,382.1~387.2,5.1,8,,"195,088","147,011","12,393","24,564","10,102","1,018"
경부선,135,경기,용인,기흥,고매,기흥IC-수원신갈IC,387.2~392.3,5.1,8,,"210,408","158,673","13,407","26,333","10,903","1,092"
경부선,136,경기,용인,기흥,보라,수원신갈IC-신갈JCT,392.3~395,2.7,10,,"239,885","180,643","15,137","30,177","12,642","1,286"
경부선,137,경기,용인,기흥,상갈,신갈JCT-판교JCT,395~408,13,8,,"206,314","156,509","16,571","24,646","8,067",521
경부선,00137-1,경기,성남,분당,삼평,판교JCT-금토JCT,408~409.3,1.3,10,,"158,589","124,467","16,383","13,889","3,474",376
경부선,139,경기,성남,수정,금토,금토JCT-양재IC,409.3~416.1,6.8,10,,"206,014","167,525","17,740","16,494","3,897",358
